sampleId	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	N50	N75	L50	L75	# N's per 100 kbp
SRR2053986	SRR2053986.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	30	25	24	22	17	2825052	2823588	2809714	2804329	2762108	2591618	31	335761	2824282	237616	107709	5	11	1.06
SRR2053988	SRR2053988.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	25	25	23	20	14	2705070	2704211	2704211	2693401	2632083	2398206	26	354437	2705070	204456	96965	5	9	0.59
SRR2053989	SRR2053989.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	36	32	31	27	14	2844441	2844441	2832501	2827029	2755765	2242825	36	512749	2844441	140173	56838	6	13	0.46
SRR2053990	SRR2053990.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	22	22	22	21	17	13	2707568	2707568	2707568	2702126	2616362	2461563	22	606880	2707568	221157	96968	4	8	0.63
SRR2053992	SRR2053992.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	37	33	32	25	21	2729637	2728015	2717710	2712325	2603259	2458718	39	285764	2729233	126740	75193	8	15	0.81
SRR2053998	SRR2053998.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	28	26	23	19	16	2772472	2771666	2766898	2747276	2674127	2565175	28	525291	2771666	175834	99153	5	10	0.58
SRR2053999	SRR2053999.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	38	37	33	28	21	2862233	2860054	2856835	2829802	2735795	2499902	39	399426	2860751	128690	67632	8	15	0.87
SRR2054000	SRR2054000.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	2922	607	231	95	8	0	4169207	3506772	2575092	1605072	270292	0	950	45974	3744960	8503	3986	124	283	67.64
SRR2054004	SRR2054004.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	25	24	23	19	14	2709898	2707636	2706594	2701135	2611095	2401741	26	437239	2708195	249620	83970	5	9	0.52
SRR2054005	SRR2054005.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	19	18	16	14	13	11	2698245	2697386	2691872	2680558	2660313	2585365	19	1024126	2698245	564226	138408	2	5	0.48
SRR2054006	SRR2054006.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	26	26	24	20	15	2792742	2790613	2790613	2779918	2694603	2515825	27	402581	2791185	215060	124165	5	10	0.50
SRR2054007	SRR2054007.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	19	19	19	18	16	12	2759166	2759166	2759166	2753781	2708697	2554868	19	637763	2759166	314346	204639	3	6	0.51
SRR2054008	SRR2054008.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	8556	948	230	67	6	0	5363805	3788559	2188354	1043442	175060	0	1582	32600	4228727	5202	2143	216	526	87.54
SRR2054010	SRR2054010.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	85	31	26	24	21	16	2810728	2784338	2774021	2761424	2712213	2511241	50	419209	2797731	169769	100903	5	11	0.75
SRR2054011	SRR2054011.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	37	33	30	27	23	18	2845495	2843538	2835037	2816574	2736925	2544364	34	437712	2844226	147802	84038	7	12	1.02
SRR2054012	SRR2054012.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	30	29	27	24	17	2764688	2763471	2761779	2750027	2701222	2466595	31	421621	2764330	158700	80140	6	12	0.51
SRR2054015	SRR2054015.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	19	17	16	15	12	2696559	2693340	2688933	2683466	2663211	2548269	21	704894	2694821	316273	97544	3	6	0.30
SRR2054016	SRR2054016.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	37	34	30	25	14	2780122	2778793	2772240	2744865	2658238	2212617	38	403250	2779436	150587	84939	6	12	0.65
SRR2054017	SRR2054017.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	39	33	29	25	18	2932002	2927154	2912416	2889647	2815183	2584484	44	364544	2930476	151533	71724	6	12	1.23
SRR2054019	SRR2054019.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	19	16	13	12	9	2756130	2747462	2741230	2719539	2703036	2606260	23	1034000	2750586	839671	124327	2	4	0.40
SRR2054020	SRR2054020.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	87	48	36	32	28	21	2891663	2872376	2849739	2823739	2753956	2525836	63	399436	2882648	125884	61547	7	15	0.76
SRR2054021	SRR2054021.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	59	31	29	26	23	16	2840084	2828132	2825219	2802348	2746244	2510596	35	433953	2830716	199975	83875	5	11	0.67
SRR2054022	SRR2054022.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	65	29	25	22	20	13	2724532	2709149	2701086	2680649	2639879	2393518	35	321247	2713275	243121	106995	5	9	0.92
SRR2054023	SRR2054023.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	240	48	24	22	20	13	2838983	2735247	2696266	2681076	2635562	2362458	141	324422	2800139	220239	124956	6	10	1.21
SRR2054024	SRR2054024.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	22	16	16	15	14	11	2741852	2738582	2738582	2733125	2715734	2587588	20	500535	2741154	331891	171151	4	7	0.40
SRR2054025	SRR2054025.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	34	31	29	24	17	2883994	2883196	2875846	2865136	2774807	2544078	34	422012	2883196	153002	84050	6	11	0.55
SRR2054026	SRR2054026.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	59	39	32	28	24	16	2769740	2761204	2748952	2722032	2648901	2358737	43	394240	2763755	150859	84046	6	12	0.98
SRR2054027	SRR2054027.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	38	31	28	22	15	2780166	2779820	2763444	2741294	2648718	2375052	38	403848	2779820	150566	100763	6	11	0.50
SRR2054033	SRR2054033.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	15	12	11	10	8	2735955	2725814	2720633	2715166	2699300	2617183	19	833626	2727912	463524	313511	3	4	0.88
SRR2054034	SRR2054034.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	31	28	25	23	19	2824251	2822481	2816940	2794915	2767284	2641180	32	587111	2823024	150585	100807	5	11	0.64
SRR2054035	SRR2054035.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	16	14	14	13	11	8	2728621	2727430	2727430	2721966	2684408	2575171	15	1279530	2728289	405456	175281	2	4	0.48
SRR2054036	SRR2054036.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	38	30	29	25	17	2818663	2816398	2798126	2792741	2728178	2438631	39	324083	2817093	158022	107709	6	12	0.64
SRR2054037	SRR2054037.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	167	70	40	35	28	19	2971656	2920412	2856924	2816083	2702579	2368401	114	326362	2951521	111865	58624	8	17	1.29
SRR2054038	SRR2054038.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	26	26	25	21	13	2711269	2710961	2710961	2705508	2638006	2330222	26	526399	2710961	202731	100833	5	9	0.66
SRR2054040	SRR2054040.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	1443	979	119	32	20	15	5682568	5395346	3481933	2923496	2768226	2569407	1279	392034	5617752	20829	2942	22	313	0.55
SRR2054041	SRR2054041.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	16	13	11	10	7	2794008	2789552	2778922	2764634	2743637	2641705	18	833527	2791151	782767	528646	2	3	0.36
SRR2054042	SRR2054042.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	23	22	22	21	18	11	2758000	2757141	2757141	2751683	2690331	2422397	23	392068	2758000	224513	170101	5	8	0.47
SRR2054043	SRR2054043.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	98	19	18	16	14	10	2814155	2774605	2773404	2762568	2725791	2568669	48	919715	2794985	274922	156848	3	6	0.39
SRR2054045	SRR2054045.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	21	16	15	14	11	2775602	2771800	2757244	2751775	2731030	2622562	23	1062122	2773352	388458	137003	2	6	0.22
SRR2054046	SRR2054046.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	20	17	14	13	10	2751551	2748791	2739191	2717475	2702903	2605239	22	1050403	2750537	575721	176235	2	4	0.25
SRR2054048	SRR2054048.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	25	20	19	16	13	2770396	2760099	2752137	2746678	2684700	2571058	33	368595	2766134	253028	124225	5	8	0.25
SRR2054050	SRR2054050.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	24	23	22	20	13	2757217	2756871	2755181	2749716	2713134	2448441	24	570413	2756871	250028	87151	4	8	0.40
SRR2054051	SRR2054051.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	27	26	24	20	15	2750767	2749070	2746235	2735457	2648571	2474340	28	453018	2749929	176339	105031	5	10	0.69
SRR2054056	SRR2054056.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	20	17	16	14	10	7	2784550	2783140	2782082	2771194	2690802	2592851	18	971119	2783731	850060	343306	2	3	0.47
SRR2054057	SRR2054057.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	25	21	18	15	13	2803002	2800874	2793508	2774926	2721511	2646440	26	827314	2801412	343233	115706	3	8	0.61
SRR2054058	SRR2054058.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	17	15	12	11	10	8	2742757	2741774	2736416	2730965	2710214	2638959	16	731647	2742411	517009	199617	3	5	0.15
SRR2054060	SRR2054060.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	22	21	19	17	13	2674504	2672524	2670346	2659775	2618138	2450724	24	445262	2674041	210970	134278	5	9	0.41
SRR2054062	SRR2054062.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	40	32	30	27	16	2796972	2795580	2774516	2761941	2706720	2283609	40	474483	2795580	150677	56731	6	13	0.61
SRR2054064	SRR2054064.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	27	26	24	20	16	2796372	2790875	2789200	2778587	2704202	2560037	30	402568	2792910	174783	125226	6	11	0.25
SRR2054066	SRR2054066.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	24	23	22	19	13	2708077	2707770	2706080	2700613	2639982	2399437	24	437068	2707770	249919	111006	4	9	0.74
SRR2054067	SRR2054067.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	16	15	15	14	13	9	2774679	2773820	2773820	2768369	2747549	2595503	16	919674	2774679	346542	274910	3	5	0.18
SRR2054068	SRR2054068.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	69	31	24	22	20	13	2734114	2715788	2706177	2694151	2655760	2385144	48	369262	2726630	213981	111017	5	10	0.99
SRR2054071	SRR2054071.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	22	20	19	15	13	2802461	2800751	2792214	2786829	2710570	2630822	23	815010	2801610	343271	124508	3	7	0.57
SRR2054074	SRR2054074.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	199	71	41	35	29	17	2993938	2924358	2877104	2828977	2718397	2274140	138	302599	2971146	123914	54428	8	17	1.51
SRR2054077	SRR2054077.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	20	20	18	13	10	2786221	2782974	2782974	2772070	2676825	2576691	23	683416	2784635	313312	137839	3	6	0.72
SRR2054078	SRR2054078.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	33	32	28	23	20	2846644	2845331	2841009	2815246	2727009	2627280	34	419599	2845852	138899	84030	7	13	0.39
SRR2054080	SRR2054080.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	23	22	21	19	14	2676113	2674204	2669661	2664194	2627136	2463365	24	572108	2675063	231006	117185	4	9	0.52
SRR2054081	SRR2054081.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	39	33	30	26	20	2872350	2868551	2846129	2826942	2747539	2539852	43	421961	2871899	150972	68796	7	14	0.84
SRR2054085	SRR2054085.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	113	33	29	26	24	16	2881251	2842969	2834491	2814554	2769317	2480122	58	434383	2860132	249851	75517	5	11	0.63
SRR2054087	SRR2054087.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	191	111	54	41	30	19	2977744	2925234	2814761	2725246	2549294	2169587	173	230646	2971094	102382	40318	11	21	2.49
SRR2054088	SRR2054088.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	97	25	15	14	12	9	2795386	2759012	2745113	2739640	2702329	2582213	55	910022	2778894	547680	180685	2	5	0.40
SRR2054089	SRR2054089.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	97	52	41	35	29	19	2907063	2885230	2861211	2811308	2691761	2324972	67	279348	2895266	108789	60876	9	17	1.17
SRR2054090	SRR2054090.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	23	23	20	19	16	13	2744752	2744752	2739128	2733743	2682331	2580691	23	570888	2744752	297464	122908	3	8	0.26
SRR2054092	SRR2054092.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	246	133	47	39	31	25	3021391	2950488	2796714	2742309	2600962	2390527	221	362479	3012236	80303	54667	12	23	4.32
SRR2054093	SRR2054093.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	17	16	14	11	7	2791183	2784332	2783264	2772383	2715855	2573967	19	971041	2785739	724305	193745	2	4	0.50
SRR2054094	SRR2054094.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	132	40	29	26	21	18	2879549	2836450	2815572	2798529	2708169	2608514	65	322983	2853688	170788	84222	6	12	0.60
SRR2054095	SRR2054095.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	38	33	30	25	18	2905244	2904159	2886563	2869074	2771272	2538947	38	421949	2904159	165136	66729	6	12	0.65
SRR2054098	SRR2054098.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	33	32	30	25	19	2885172	2882104	2877558	2866929	2776567	2567993	36	421912	2884374	150296	78957	7	13	0.73
SRR2054099	SRR2054099.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	33	28	26	24	17	2782422	2781960	2769407	2756832	2717054	2463739	33	406897	2781960	149784	87003	6	12	0.61
SRR2054100	SRR2054100.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	54	40	33	31	28	17	2829823	2822953	2803958	2791379	2733813	2336374	46	292628	2826874	116896	87002	7	14	0.88
SRR2054102	SRR2054102.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	41	40	35	31	22	2862006	2860636	2857394	2825382	2755653	2442557	42	319843	2861207	125876	61544	8	17	0.73
SRR2054103	SRR2054103.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	20	18	15	13	13	9	2709082	2707803	2697495	2683891	2683891	2509726	19	1056360	2708662	527807	116720	2	4	0.30
SRR2054104	SRR2054104.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	21	18	17	15	12	2736429	2731356	2725147	2719762	2682197	2565198	22	692604	2732032	332044	108070	3	7	0.84
SRR2121473	SRR2121473.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	24	22	21	17	11	2825000	2823273	2816482	2811028	2743682	2530638	26	436574	2824654	306537	158679	4	7	1.13
SRR2121474	SRR2121474.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	50	32	26	25	18	14	2915215	2906272	2894442	2889019	2757991	2614292	40	564235	2911779	285310	106143	4	9	8.11
SRR2121475	SRR2121475.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	25	22	21	17	9	2869090	2866086	2855810	2850356	2781456	2491123	27	817927	2867567	340272	173092	3	6	1.26
SRR2121476	SRR2121476.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	24	21	20	16	10	2912048	2910521	2904238	2898786	2813308	2592240	26	722234	2911724	347348	128318	3	7	1.31
SRR2121479	SRR2121479.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	26	22	20	16	10	2887032	2877387	2866827	2856138	2770000	2546087	36	818889	2884237	345466	158965	3	7	10.82
SRR2121482	SRR2121482.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	26	22	20	15	10	2913903	2905222	2894895	2883541	2780109	2576709	34	851231	2910679	346639	122659	3	7	6.22
SRR2121483	SRR2121483.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	26	21	20	15	10	2885382	2875280	2866843	2861391	2767874	2594635	35	865377	2881353	343514	133540	3	7	8.40
SRR2121486	SRR2121486.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	42	26	20	18	16	13	2819312	2812203	2799843	2786829	2747545	2613220	32	518366	2815607	273899	112798	4	8	6.64
SRR2121493	SRR2121493.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	24	22	20	14	9	2880923	2878477	2872938	2857831	2745892	2556664	26	736904	2879816	308094	173086	3	6	2.05
SRR2121495	SRR2121495.spades.improved.quast.csv-SRR2121495.spades.improved	29	24	20	18	15	11	2864222	2861418	2851288	2839214	2783879	2642983	26	530845	2863045	343979	158995	4	6	209.01
SRR2121500	SRR2121500.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	26	23	21	16	10	2823693	2820071	2811822	2799266	2701016	2490147	30	589804	2822996	401368	109584	3	6	2.87
SRR2121505	SRR2121505.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	23	18	17	15	12	2887079	2877555	2863776	2858329	2819177	2710028	34	779002	2884758	345157	172997	3	6	10.54
SRR2121507	SRR2121507.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	29	25	25	17	13	2863319	2861299	2850043	2850043	2701418	2577474	30	447962	2862066	181158	134160	5	9	0.94
SRR2121510	SRR2121510.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	25	21	20	16	11	2872287	2870461	2857190	2851743	2769859	2595143	26	864201	2871022	345405	158982	3	6	2.16
SRR2121511	SRR2121511.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	26	23	22	18	13	2909985	2906592	2897603	2892180	2811636	2621394	29	531888	2908983	286296	144983	4	8	1.38
SRR2121514	SRR2121514.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	28	21	18	16	11	2870420	2862283	2847609	2827092	2787975	2586829	34	748722	2866538	345529	113399	3	7	4.47
SRR2121518	SRR2121518.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	50	41	34	31	22	15	2799500	2794797	2779271	2760201	2611349	2346841	45	415064	2797697	175346	83536	5	12	1.32
SRR2121519	SRR2121519.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	52	43	38	36	26	16	2796616	2791483	2776858	2763572	2600191	2226358	48	382667	2795136	136229	61512	6	14	1.43
SRR2121520	SRR2121520.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	71	42	36	30	24	19	2884438	2869208	2852288	2814414	2708928	2527043	54	264794	2877805	135274	95220	8	14	8.37
SRR2121521	SRR2121521.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	36	31	28	19	15	2865404	2861912	2849296	2829745	2661844	2510333	37	541822	2862521	175198	100327	5	11	0.80
SRR2121522	SRR2121522.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	49	37	31	30	22	17	2897314	2890741	2878033	2872591	2726615	2561742	42	395283	2894745	158961	95554	6	12	1.07
SRR2121523	SRR2121523.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	58	49	39	35	27	17	2894258	2889732	2865249	2840351	2702546	2326576	52	345924	2892021	136580	87384	8	15	0.62
